"Target","Indice","Method","r","Paper_ID"
"Acquaintance","RT","First-Second",0.172642794219337,"P54E3"
"Acquaintance","RT","Odd-Even",0.322756812665325,"P54E3"
"Acquaintance","ACC","First-Second",0.186798745751927,"P54E3"
"Acquaintance","ACC","Odd-Even",0.240999447396004,"P54E3"
"Acquaintance","d Prime","First-Second",0.273303892208246,"P54E3"
"Acquaintance","d Prime","Odd-Even",0.186130491145671,"P54E3"
"Acquaintance","Efficiency","First-Second",0.192928323471239,"P54E3"
"Acquaintance","Efficiency","Odd-Even",0.304876786656504,"P54E3"
"Acquaintance","ezDDM v","First-Second",-0.21246492942798,"P54E3"
"Acquaintance","ezDDM v","Odd-Even",-0.161673390352802,"P54E3"
"Acquaintance","ezDDM z","First-Second",0.0508906968085085,"P54E3"
"Acquaintance","ezDDM z","Odd-Even",0.106469369592196,"P54E3"
"Acquaintance","rwDDM v","First-Second",-0.0628971431908584,"P54E3"
"Acquaintance","rwDDM v","Odd-Even",-0.454150512105572,"P54E3"
"Acquaintance","rwDDM z","First-Second",0.163979963612947,"P54E3"
"Acquaintance","rwDDM z","Odd-Even",-0.190215194719031,"P54E3"
"Mother","RT","First-Second",-0.0939294612794405,"P54E3"
"Mother","RT","Odd-Even",0.0193774935480908,"P54E3"
"Mother","ACC","First-Second",0.0326305232372421,"P54E3"
"Mother","ACC","Odd-Even",-0.0301645383569174,"P54E3"
"Mother","d Prime","First-Second",0.378383747091425,"P54E3"
"Mother","d Prime","Odd-Even",0.359221734322611,"P54E3"
"Mother","Efficiency","First-Second",-0.0150807419099469,"P54E3"
"Mother","Efficiency","Odd-Even",-0.13148480545284,"P54E3"
"Mother","ezDDM v","First-Second",-0.212522507878458,"P54E3"
"Mother","ezDDM v","Odd-Even",-0.401545635833726,"P54E3"
"Mother","ezDDM z","First-Second",-0.306833481889525,"P54E3"
"Mother","ezDDM z","Odd-Even",-0.0174359237666007,"P54E3"
"Mother","rwDDM v","First-Second",-0.44379173547717,"P54E3"
"Mother","rwDDM v","Odd-Even",-0.436964007158777,"P54E3"
"Mother","rwDDM z","First-Second",-0.238455391219704,"P54E3"
"Mother","rwDDM z","Odd-Even",0.0690635518912004,"P54E3"
